CustomerID,Cluster,Segment
13517.0,0,Potential Loyalist
13518.0,3,Low-Value Segment
13519.0,3,Low-Value Segment
13520.0,1,At-Risk Customer
13521.0,0,Potential Loyalist
13522.0,3,Low-Value Segment
13523.0,1,At-Risk Customer
13524.0,1,At-Risk Customer
13525.0,1,At-Risk Customer
13527.0,1,At-Risk Customer
13529.0,1,At-Risk Customer
13531.0,1,At-Risk Customer
13532.0,0,Potential Loyalist
13533.0,1,At-Risk Customer
13534.0,1,At-Risk Customer
13536.0,3,Low-Value Segment
13538.0,1,At-Risk Customer
13539.0,1,At-Risk Customer
13544.0,0,Potential Loyalist
13546.0,3,Low-Value Segment
13548.0,0,Potential Loyalist
13549.0,1,At-Risk Customer
13551.0,1,At-Risk Customer
13552.0,1,At-Risk Customer
13555.0,3,Low-Value Segment
13557.0,1,At-Risk Customer
13558.0,0,Potential Loyalist
13560.0,3,Low-Value Segment
13561.0,1,At-Risk Customer
13562.0,1,At-Risk Customer
13563.0,3,Low-Value Segment
13564.0,1,At-Risk Customer
13565.0,1,At-Risk Customer
13566.0,0,Potential Loyalist
13568.0,3,Low-Value Segment
13569.0,1,At-Risk Customer
13570.0,1,At-Risk Customer
13571.0,1,At-Risk Customer
13572.0,0,Potential Loyalist
13573.0,1,At-Risk Customer
13575.0,3,Low-Value Segment
13576.0,1,At-Risk Customer
13577.0,1,At-Risk Customer
13579.0,1,At-Risk Customer
13581.0,1,At-Risk Customer
13583.0,2,High-Value Segment
13584.0,1,At-Risk Customer
13587.0,3,Low-Value Segment
13588.0,1,At-Risk Customer
13589.0,3,Low-Value Segment
13590.0,1,At-Risk Customer
13591.0,1,At-Risk Customer
13592.0,1,At-Risk Customer
13593.0,1,At-Risk Customer
13594.0,3,Low-Value Segment
13596.0,0,Potential Loyalist
13598.0,3,Low-Value Segment
13599.0,1,At-Risk Customer
13600.0,1,At-Risk Customer
13601.0,0,Potential Loyalist
13602.0,3,Low-Value Segment
13603.0,3,Low-Value Segment
13606.0,1,At-Risk Customer
13607.0,0,Potential Loyalist
13610.0,1,At-Risk Customer
13611.0,1,At-Risk Customer
13614.0,1,At-Risk Customer
13615.0,1,At-Risk Customer
13617.0,3,Low-Value Segment
13618.0,3,Low-Value Segment
13621.0,3,Low-Value Segment
13623.0,1,At-Risk Customer
13626.0,1,At-Risk Customer
13627.0,1,At-Risk Customer
13629.0,1,At-Risk Customer
13630.0,1,At-Risk Customer
13631.0,1,At-Risk Customer
13632.0,1,At-Risk Customer
13634.0,1,At-Risk Customer
13635.0,0,Potential Loyalist
13636.0,1,At-Risk Customer
13637.0,0,Potential Loyalist
13638.0,3,Low-Value Segment
13639.0,2,High-Value Segment
13642.0,0,Potential Loyalist
13643.0,3,Low-Value Segment
13644.0,0,Potential Loyalist
13645.0,3,Low-Value Segment
13647.0,1,At-Risk Customer
13649.0,1,At-Risk Customer
13650.0,1,At-Risk Customer
13651.0,3,Low-Value Segment
13652.0,1,At-Risk Customer
13654.0,1,At-Risk Customer
13655.0,1,At-Risk Customer
13656.0,1,At-Risk Customer
13657.0,1,At-Risk Customer
13658.0,3,Low-Value Segment
13659.0,0,Potential Loyalist
13662.0,1,At-Risk Customer
13663.0,3,Low-Value Segment
13666.0,1,At-Risk Customer
13667.0,0,Potential Loyalist
13668.0,1,At-Risk Customer
13669.0,3,Low-Value Segment
13670.0,3,Low-Value Segment
13672.0,1,At-Risk Customer
13673.0,3,Low-Value Segment
13675.0,1,At-Risk Customer
13678.0,2,High-Value Segment
13680.0,0,Potential Loyalist
13681.0,3,Low-Value Segment
13682.0,3,Low-Value Segment
13684.0,1,At-Risk Customer
13685.0,2,High-Value Segment
13686.0,3,Low-Value Segment
13689.0,3,Low-Value Segment
13690.0,3,Low-Value Segment
13692.0,1,At-Risk Customer
13693.0,1,At-Risk Customer
13694.0,1,At-Risk Customer
13695.0,1,At-Risk Customer
13697.0,3,Low-Value Segment
13699.0,3,Low-Value Segment
13700.0,1,At-Risk Customer
13703.0,1,At-Risk Customer
13704.0,3,Low-Value Segment
13705.0,1,At-Risk Customer
13706.0,1,At-Risk Customer
13707.0,1,At-Risk Customer
13708.0,0,Potential Loyalist
13709.0,1,At-Risk Customer
13710.0,3,Low-Value Segment
13711.0,1,At-Risk Customer
13712.0,1,At-Risk Customer
13715.0,1,At-Risk Customer
13716.0,1,At-Risk Customer
13717.0,1,At-Risk Customer
13718.0,1,At-Risk Customer
13719.0,1,At-Risk Customer
13720.0,1,At-Risk Customer
13721.0,3,Low-Value Segment
13722.0,0,Potential Loyalist
13723.0,1,At-Risk Customer
13725.0,1,At-Risk Customer
13726.0,3,Low-Value Segment
13727.0,3,Low-Value Segment
13728.0,1,At-Risk Customer
13730.0,3,Low-Value Segment
13731.0,1,At-Risk Customer
13732.0,3,Low-Value Segment
13735.0,1,At-Risk Customer
13736.0,0,Potential Loyalist
13737.0,3,Low-Value Segment
13739.0,3,Low-Value Segment
13740.0,1,At-Risk Customer
13741.0,1,At-Risk Customer
13742.0,0,Potential Loyalist
13743.0,1,At-Risk Customer
13744.0,0,Potential Loyalist
13745.0,3,Low-Value Segment
13747.0,1,At-Risk Customer
13748.0,1,At-Risk Customer
13750.0,1,At-Risk Customer
13751.0,1,At-Risk Customer
13752.0,1,At-Risk Customer
13753.0,1,At-Risk Customer
13754.0,1,At-Risk Customer
13755.0,0,Potential Loyalist
13756.0,1,At-Risk Customer
13758.0,1,At-Risk Customer
13759.0,3,Low-Value Segment
13760.0,1,At-Risk Customer
13761.0,3,Low-Value Segment
13762.0,1,At-Risk Customer
13763.0,3,Low-Value Segment
13764.0,0,Potential Loyalist
13767.0,1,At-Risk Customer
13769.0,1,At-Risk Customer
13771.0,0,Potential Loyalist
13772.0,1,At-Risk Customer
13774.0,3,Low-Value Segment
13777.0,1,At-Risk Customer
13778.0,3,Low-Value Segment
13780.0,3,Low-Value Segment
13781.0,1,At-Risk Customer
13782.0,1,At-Risk Customer
13784.0,1,At-Risk Customer
13786.0,1,At-Risk Customer
13787.0,1,At-Risk Customer
13790.0,3,Low-Value Segment
13791.0,3,Low-Value Segment
13792.0,1,At-Risk Customer
13798.0,1,At-Risk Customer
13799.0,1,At-Risk Customer
13800.0,1,At-Risk Customer
13801.0,3,Low-Value Segment
13802.0,1,At-Risk Customer
13803.0,1,At-Risk Customer
13804.0,1,At-Risk Customer
13805.0,3,Low-Value Segment
13806.0,3,Low-Value Segment
13807.0,1,At-Risk Customer
13808.0,3,Low-Value Segment
13809.0,1,At-Risk Customer
13810.0,3,Low-Value Segment
13811.0,1,At-Risk Customer
13812.0,3,Low-Value Segment
13813.0,3,Low-Value Segment
13814.0,3,Low-Value Segment
13815.0,0,Potential Loyalist
13816.0,3,Low-Value Segment
13817.0,1,At-Risk Customer
13819.0,1,At-Risk Customer
13821.0,1,At-Risk Customer
13822.0,0,Potential Loyalist
13823.0,3,Low-Value Segment
13824.0,1,At-Risk Customer
13826.0,3,Low-Value Segment
13827.0,3,Low-Value Segment
13828.0,3,Low-Value Segment
13829.0,1,At-Risk Customer
13831.0,1,At-Risk Customer
13832.0,3,Low-Value Segment
13833.0,3,Low-Value Segment
13835.0,1,At-Risk Customer
13837.0,1,At-Risk Customer
13838.0,1,At-Risk Customer
13841.0,1,At-Risk Customer
13842.0,1,At-Risk Customer
13844.0,3,Low-Value Segment
13845.0,3,Low-Value Segment
13846.0,1,At-Risk Customer
13848.0,1,At-Risk Customer
13849.0,3,Low-Value Segment
13850.0,0,Potential Loyalist
13851.0,1,At-Risk Customer
13853.0,3,Low-Value Segment
13854.0,1,At-Risk Customer
13856.0,1,At-Risk Customer
13858.0,3,Low-Value Segment
13859.0,1,At-Risk Customer
13860.0,3,Low-Value Segment
13862.0,1,At-Risk Customer
13863.0,1,At-Risk Customer
13865.0,1,At-Risk Customer
13866.0,3,Low-Value Segment
13867.0,1,At-Risk Customer
13868.0,3,Low-Value Segment
13869.0,1,At-Risk Customer
13870.0,1,At-Risk Customer
13871.0,1,At-Risk Customer
13873.0,1,At-Risk Customer
13874.0,1,At-Risk Customer
13875.0,1,At-Risk Customer
13876.0,3,Low-Value Segment
13877.0,3,Low-Value Segment
13878.0,3,Low-Value Segment
13880.0,1,At-Risk Customer
13881.0,1,At-Risk Customer
13882.0,3,Low-Value Segment
13883.0,1,At-Risk Customer
13884.0,1,At-Risk Customer
13885.0,3,Low-Value Segment
13886.0,3,Low-Value Segment
13887.0,1,At-Risk Customer
13888.0,1,At-Risk Customer
13889.0,3,Low-Value Segment
13890.0,1,At-Risk Customer
13892.0,1,At-Risk Customer
13893.0,1,At-Risk Customer
13894.0,1,At-Risk Customer
13895.0,3,Low-Value Segment
13897.0,3,Low-Value Segment
13898.0,1,At-Risk Customer
13899.0,1,At-Risk Customer
13900.0,1,At-Risk Customer
13901.0,1,At-Risk Customer
13904.0,1,At-Risk Customer
13908.0,1,At-Risk Customer
13911.0,1,At-Risk Customer
13914.0,3,Low-Value Segment
13917.0,3,Low-Value Segment
13918.0,1,At-Risk Customer
13919.0,3,Low-Value Segment
13922.0,1,At-Risk Customer
13923.0,3,Low-Value Segment
13924.0,3,Low-Value Segment
13925.0,3,Low-Value Segment
13926.0,3,Low-Value Segment
13927.0,3,Low-Value Segment
13928.0,3,Low-Value Segment
13929.0,1,At-Risk Customer
13930.0,3,Low-Value Segment
13931.0,1,At-Risk Customer
13932.0,1,At-Risk Customer
13933.0,3,Low-Value Segment
13934.0,1,At-Risk Customer
13936.0,3,Low-Value Segment
13937.0,3,Low-Value Segment
13938.0,3,Low-Value Segment
13939.0,1,At-Risk Customer
13940.0,3,Low-Value Segment
13941.0,1,At-Risk Customer
13946.0,1,At-Risk Customer
13947.0,3,Low-Value Segment
13948.0,1,At-Risk Customer
13949.0,3,Low-Value Segment
13950.0,1,At-Risk Customer
13951.0,1,At-Risk Customer
13952.0,0,Potential Loyalist
13953.0,1,At-Risk Customer
13954.0,3,Low-Value Segment
13955.0,1,At-Risk Customer
13956.0,1,At-Risk Customer
13958.0,1,At-Risk Customer
13959.0,1,At-Risk Customer
13960.0,3,Low-Value Segment
13962.0,1,At-Risk Customer
13963.0,1,At-Risk Customer
13967.0,3,Low-Value Segment
13969.0,1,At-Risk Customer
13971.0,1,At-Risk Customer
13972.0,1,At-Risk Customer
13973.0,1,At-Risk Customer
13974.0,3,Low-Value Segment
13975.0,0,Potential Loyalist
13976.0,1,At-Risk Customer
13978.0,3,Low-Value Segment
13979.0,0,Potential Loyalist
13980.0,3,Low-Value Segment
13982.0,1,At-Risk Customer
13983.0,1,At-Risk Customer
13984.0,1,At-Risk Customer
13985.0,1,At-Risk Customer
13986.0,3,Low-Value Segment
13988.0,0,Potential Loyalist
13989.0,1,At-Risk Customer
13990.0,1,At-Risk Customer
13991.0,3,Low-Value Segment
13992.0,3,Low-Value Segment
13993.0,1,At-Risk Customer
13994.0,3,Low-Value Segment
13995.0,1,At-Risk Customer
13999.0,1,At-Risk Customer
14000.0,1,At-Risk Customer
14001.0,1,At-Risk Customer
14002.0,3,Low-Value Segment
14004.0,1,At-Risk Customer
14005.0,1,At-Risk Customer
14006.0,1,At-Risk Customer
14009.0,1,At-Risk Customer
14012.0,1,At-Risk Customer
14013.0,1,At-Risk Customer
14014.0,0,Potential Loyalist
14015.0,3,Low-Value Segment
14016.0,1,At-Risk Customer
14019.0,3,Low-Value Segment
14020.0,3,Low-Value Segment
14021.0,1,At-Risk Customer
14022.0,1,At-Risk Customer
14023.0,1,At-Risk Customer
14024.0,3,Low-Value Segment
14027.0,3,Low-Value Segment
14029.0,3,Low-Value Segment
14030.0,1,At-Risk Customer
14031.0,1,At-Risk Customer
14032.0,1,At-Risk Customer
14034.0,3,Low-Value Segment
14035.0,1,At-Risk Customer
14036.0,1,At-Risk Customer
14037.0,1,At-Risk Customer
14038.0,0,Potential Loyalist
14039.0,3,Low-Value Segment
14040.0,1,At-Risk Customer
14041.0,1,At-Risk Customer
14044.0,0,Potential Loyalist
14045.0,1,At-Risk Customer
14046.0,1,At-Risk Customer
14047.0,1,At-Risk Customer
14048.0,2,High-Value Segment
14049.0,1,At-Risk Customer
14050.0,3,Low-Value Segment
14051.0,1,At-Risk Customer
14052.0,3,Low-Value Segment
14053.0,3,Low-Value Segment
14054.0,3,Low-Value Segment
14055.0,3,Low-Value Segment
14056.0,0,Potential Loyalist
14057.0,0,Potential Loyalist
14059.0,1,At-Risk Customer
14060.0,1,At-Risk Customer
14062.0,1,At-Risk Customer
14064.0,1,At-Risk Customer
14066.0,1,At-Risk Customer
14067.0,3,Low-Value Segment
14068.0,1,At-Risk Customer
14071.0,1,At-Risk Customer
14073.0,3,Low-Value Segment
14075.0,1,At-Risk Customer
14076.0,3,Low-Value Segment
14077.0,1,At-Risk Customer
14078.0,1,At-Risk Customer
14079.0,3,Low-Value Segment
14080.0,3,Low-Value Segment
14081.0,0,Potential Loyalist
14082.0,1,At-Risk Customer
14083.0,0,Potential Loyalist
14085.0,1,At-Risk Customer
14087.0,3,Low-Value Segment
14088.0,0,Potential Loyalist
14089.0,3,Low-Value Segment
14090.0,1,At-Risk Customer
14092.0,1,At-Risk Customer
14093.0,0,Potential Loyalist
14096.0,3,Low-Value Segment
14098.0,3,Low-Value Segment
14099.0,1,At-Risk Customer
14100.0,3,Low-Value Segment
14101.0,1,At-Risk Customer
14102.0,3,Low-Value Segment
14104.0,3,Low-Value Segment
14105.0,0,Potential Loyalist
14107.0,1,At-Risk Customer
14108.0,3,Low-Value Segment
14109.0,3,Low-Value Segment
14110.0,1,At-Risk Customer
14111.0,1,At-Risk Customer
14112.0,1,At-Risk Customer
14113.0,1,At-Risk Customer
14114.0,1,At-Risk Customer
14116.0,3,Low-Value Segment
14117.0,3,Low-Value Segment
14119.0,1,At-Risk Customer
14121.0,3,Low-Value Segment
14124.0,3,Low-Value Segment
14125.0,0,Potential Loyalist
14126.0,3,Low-Value Segment
14127.0,1,At-Risk Customer
14128.0,1,At-Risk Customer
14129.0,1,At-Risk Customer
14130.0,0,Potential Loyalist
14132.0,3,Low-Value Segment
14133.0,1,At-Risk Customer
14135.0,1,At-Risk Customer
14138.0,3,Low-Value Segment
14139.0,3,Low-Value Segment
14140.0,3,Low-Value Segment
14141.0,3,Low-Value Segment
14142.0,1,At-Risk Customer
14143.0,3,Low-Value Segment
14145.0,2,High-Value Segment
14146.0,0,Potential Loyalist
14147.0,1,At-Risk Customer
14148.0,1,At-Risk Customer
14149.0,1,At-Risk Customer
14150.0,2,High-Value Segment
14152.0,1,At-Risk Customer
14154.0,1,At-Risk Customer
14155.0,1,At-Risk Customer
14156.0,1,At-Risk Customer
14157.0,1,At-Risk Customer
14158.0,2,High-Value Segment
14159.0,1,At-Risk Customer
14161.0,1,At-Risk Customer
14162.0,1,At-Risk Customer
14163.0,1,At-Risk Customer
14164.0,3,Low-Value Segment
14165.0,1,At-Risk Customer
14167.0,1,At-Risk Customer
14171.0,0,Potential Loyalist
14173.0,1,At-Risk Customer
14174.0,3,Low-Value Segment
14175.0,1,At-Risk Customer
14176.0,1,At-Risk Customer
14177.0,3,Low-Value Segment
14178.0,3,Low-Value Segment
14179.0,0,Potential Loyalist
14180.0,1,At-Risk Customer
14184.0,3,Low-Value Segment
14185.0,1,At-Risk Customer
14188.0,1,At-Risk Customer
14189.0,1,At-Risk Customer
14191.0,1,At-Risk Customer
14193.0,1,At-Risk Customer
14194.0,1,At-Risk Customer
14195.0,1,At-Risk Customer
14196.0,3,Low-Value Segment
14198.0,1,At-Risk Customer
14199.0,1,At-Risk Customer
14201.0,1,At-Risk Customer
14204.0,3,Low-Value Segment
14205.0,1,At-Risk Customer
14206.0,1,At-Risk Customer
14208.0,3,Low-Value Segment
14209.0,1,At-Risk Customer
14210.0,1,At-Risk Customer
14211.0,1,At-Risk Customer
14212.0,3,Low-Value Segment
14213.0,1,At-Risk Customer
14214.0,1,At-Risk Customer
14215.0,1,At-Risk Customer
14216.0,3,Low-Value Segment
14217.0,1,At-Risk Customer
14218.0,3,Low-Value Segment
14219.0,3,Low-Value Segment
14220.0,1,At-Risk Customer
14221.0,1,At-Risk Customer
14222.0,0,Potential Loyalist
14223.0,1,At-Risk Customer
14224.0,1,At-Risk Customer
14226.0,1,At-Risk Customer
14227.0,0,Potential Loyalist
14229.0,1,At-Risk Customer
14231.0,1,At-Risk Customer
14232.0,0,Potential Loyalist
14233.0,1,At-Risk Customer
14234.0,0,Potential Loyalist
14235.0,1,At-Risk Customer
14236.0,1,At-Risk Customer
14237.0,1,At-Risk Customer
14238.0,1,At-Risk Customer
14239.0,1,At-Risk Customer
14240.0,1,At-Risk Customer
14241.0,3,Low-Value Segment
14242.0,1,At-Risk Customer
14243.0,1,At-Risk Customer
14245.0,0,Potential Loyalist
14246.0,1,At-Risk Customer
14247.0,1,At-Risk Customer
14248.0,1,At-Risk Customer
14250.0,0,Potential Loyalist
14251.0,3,Low-Value Segment
14256.0,1,At-Risk Customer
14257.0,1,At-Risk Customer
14258.0,1,At-Risk Customer
14259.0,3,Low-Value Segment
14261.0,3,Low-Value Segment
14262.0,1,At-Risk Customer
14264.0,1,At-Risk Customer
14265.0,3,Low-Value Segment
14267.0,1,At-Risk Customer
14270.0,1,At-Risk Customer
14271.0,1,At-Risk Customer
14272.0,1,At-Risk Customer
14273.0,1,At-Risk Customer
14276.0,1,At-Risk Customer
14277.0,0,Potential Loyalist
14280.0,1,At-Risk Customer
14282.0,1,At-Risk Customer
14284.0,3,Low-Value Segment
14285.0,3,Low-Value Segment
14286.0,2,High-Value Segment
14287.0,1,At-Risk Customer
14288.0,1,At-Risk Customer
14289.0,1,At-Risk Customer
14290.0,1,At-Risk Customer
14291.0,0,Potential Loyalist
14292.0,1,At-Risk Customer
14293.0,1,At-Risk Customer
14295.0,1,At-Risk Customer
14297.0,1,At-Risk Customer
14298.0,0,Potential Loyalist
14299.0,1,At-Risk Customer
14300.0,3,Low-Value Segment
14301.0,3,Low-Value Segment
14304.0,1,At-Risk Customer
14305.0,0,Potential Loyalist
14306.0,3,Low-Value Segment
14307.0,0,Potential Loyalist
14309.0,1,At-Risk Customer
14311.0,1,At-Risk Customer
14312.0,1,At-Risk Customer
14314.0,3,Low-Value Segment
14315.0,1,At-Risk Customer
14317.0,3,Low-Value Segment
14320.0,1,At-Risk Customer
14321.0,1,At-Risk Customer
14323.0,1,At-Risk Customer
14326.0,1,At-Risk Customer
14327.0,3,Low-Value Segment
14329.0,0,Potential Loyalist
14331.0,3,Low-Value Segment
14332.0,3,Low-Value Segment
14333.0,3,Low-Value Segment
14334.0,1,At-Risk Customer
14335.0,3,Low-Value Segment
14336.0,1,At-Risk Customer
14338.0,3,Low-Value Segment
14339.0,1,At-Risk Customer
14340.0,1,At-Risk Customer
14341.0,1,At-Risk Customer
14342.0,1,At-Risk Customer
14344.0,1,At-Risk Customer
14345.0,3,Low-Value Segment
14346.0,1,At-Risk Customer
14348.0,1,At-Risk Customer
14349.0,3,Low-Value Segment
14350.0,1,At-Risk Customer
14351.0,3,Low-Value Segment
14352.0,1,At-Risk Customer
14353.0,1,At-Risk Customer
14354.0,3,Low-Value Segment
14355.0,1,At-Risk Customer
14356.0,3,Low-Value Segment
14357.0,3,Low-Value Segment
14359.0,3,Low-Value Segment
14360.0,0,Potential Loyalist
14362.0,3,Low-Value Segment
14364.0,1,At-Risk Customer
14367.0,0,Potential Loyalist
14368.0,1,At-Risk Customer
14371.0,1,At-Risk Customer
14373.0,1,At-Risk Customer
14375.0,0,Potential Loyalist
14377.0,1,At-Risk Customer
14379.0,1,At-Risk Customer
14381.0,0,Potential Loyalist
14382.0,0,Potential Loyalist
14383.0,3,Low-Value Segment
14385.0,3,Low-Value Segment
14386.0,1,At-Risk Customer
14387.0,3,Low-Value Segment
14388.0,1,At-Risk Customer
14389.0,1,At-Risk Customer
14390.0,1,At-Risk Customer
14393.0,1,At-Risk Customer
14395.0,1,At-Risk Customer
14396.0,1,At-Risk Customer
14397.0,1,At-Risk Customer
14400.0,3,Low-Value Segment
14401.0,1,At-Risk Customer
14403.0,1,At-Risk Customer
14404.0,1,At-Risk Customer
14406.0,3,Low-Value Segment
14407.0,1,At-Risk Customer
14408.0,1,At-Risk Customer
14409.0,1,At-Risk Customer
14410.0,1,At-Risk Customer
14411.0,1,At-Risk Customer
14412.0,3,Low-Value Segment
14413.0,1,At-Risk Customer
14414.0,1,At-Risk Customer
14415.0,1,At-Risk Customer
14416.0,3,Low-Value Segment
14418.0,3,Low-Value Segment
14419.0,1,At-Risk Customer
14420.0,3,Low-Value Segment
14421.0,1,At-Risk Customer
14422.0,1,At-Risk Customer
14423.0,1,At-Risk Customer
14424.0,3,Low-Value Segment
14426.0,1,At-Risk Customer
14427.0,3,Low-Value Segment
14428.0,1,At-Risk Customer
14431.0,1,At-Risk Customer
14432.0,0,Potential Loyalist
14434.0,3,Low-Value Segment
14436.0,3,Low-Value Segment
14437.0,1,At-Risk Customer
14438.0,1,At-Risk Customer
14439.0,1,At-Risk Customer
14440.0,1,At-Risk Customer
14441.0,1,At-Risk Customer
14442.0,1,At-Risk Customer
14446.0,0,Potential Loyalist
14447.0,1,At-Risk Customer
14448.0,1,At-Risk Customer
14449.0,1,At-Risk Customer
14450.0,1,At-Risk Customer
14451.0,0,Potential Loyalist
14452.0,3,Low-Value Segment
14453.0,3,Low-Value Segment
14456.0,3,Low-Value Segment
14457.0,1,At-Risk Customer
14459.0,3,Low-Value Segment
14460.0,1,At-Risk Customer
14461.0,0,Potential Loyalist
14462.0,1,At-Risk Customer
14463.0,1,At-Risk Customer
14465.0,1,At-Risk Customer
14466.0,1,At-Risk Customer
14467.0,1,At-Risk Customer
14470.0,1,At-Risk Customer
14472.0,1,At-Risk Customer
14473.0,1,At-Risk Customer
14474.0,3,Low-Value Segment
14475.0,1,At-Risk Customer
14476.0,1,At-Risk Customer
14477.0,1,At-Risk Customer
14479.0,1,At-Risk Customer
14480.0,3,Low-Value Segment
14481.0,1,At-Risk Customer
14482.0,1,At-Risk Customer
14483.0,1,At-Risk Customer
14484.0,3,Low-Value Segment
14485.0,3,Low-Value Segment
14487.0,1,At-Risk Customer
14488.0,2,High-Value Segment
14489.0,3,Low-Value Segment
14491.0,1,At-Risk Customer
14493.0,3,Low-Value Segment
14494.0,3,Low-Value Segment
14495.0,3,Low-Value Segment
14496.0,1,At-Risk Customer
14497.0,1,At-Risk Customer
14498.0,1,At-Risk Customer
14499.0,1,At-Risk Customer
14500.0,3,Low-Value Segment
14501.0,1,At-Risk Customer
14502.0,1,At-Risk Customer
14503.0,0,Potential Loyalist
14504.0,1,At-Risk Customer
14505.0,0,Potential Loyalist
14506.0,1,At-Risk Customer
14507.0,1,At-Risk Customer
14508.0,3,Low-Value Segment
14511.0,3,Low-Value Segment
14512.0,1,At-Risk Customer
14513.0,1,At-Risk Customer
14514.0,1,At-Risk Customer
14515.0,1,At-Risk Customer
14517.0,3,Low-Value Segment
14518.0,3,Low-Value Segment
14520.0,1,At-Risk Customer
14522.0,1,At-Risk Customer
14523.0,3,Low-Value Segment
14524.0,1,At-Risk Customer
14525.0,1,At-Risk Customer
14527.0,1,At-Risk Customer
14528.0,3,Low-Value Segment
14529.0,0,Potential Loyalist
14530.0,0,Potential Loyalist
14532.0,1,At-Risk Customer
14533.0,1,At-Risk Customer
14534.0,1,At-Risk Customer
14535.0,0,Potential Loyalist
14536.0,1,At-Risk Customer
14537.0,3,Low-Value Segment
14538.0,1,At-Risk Customer
14539.0,3,Low-Value Segment
14540.0,1,At-Risk Customer
14541.0,1,At-Risk Customer
14542.0,3,Low-Value Segment
14543.0,1,At-Risk Customer
14544.0,0,Potential Loyalist
14546.0,1,At-Risk Customer
14547.0,0,Potential Loyalist
14548.0,1,At-Risk Customer
14549.0,0,Potential Loyalist
14550.0,3,Low-Value Segment
14551.0,1,At-Risk Customer
14552.0,0,Potential Loyalist
14553.0,1,At-Risk Customer
14554.0,3,Low-Value Segment
14555.0,1,At-Risk Customer
14557.0,3,Low-Value Segment
14560.0,1,At-Risk Customer
14561.0,3,Low-Value Segment
14562.0,1,At-Risk Customer
14565.0,0,Potential Loyalist
14566.0,3,Low-Value Segment
14567.0,3,Low-Value Segment
14569.0,3,Low-Value Segment
14570.0,1,At-Risk Customer
14572.0,1,At-Risk Customer
14573.0,0,Potential Loyalist
14576.0,1,At-Risk Customer
14577.0,1,At-Risk Customer
14578.0,3,Low-Value Segment
14581.0,3,Low-Value Segment
14582.0,3,Low-Value Segment
14583.0,0,Potential Loyalist
14584.0,3,Low-Value Segment
14585.0,3,Low-Value Segment
14586.0,1,At-Risk Customer
14587.0,0,Potential Loyalist
14589.0,1,At-Risk Customer
14591.0,0,Potential Loyalist
14592.0,0,Potential Loyalist
14593.0,3,Low-Value Segment
14594.0,1,At-Risk Customer
14595.0,1,At-Risk Customer
14597.0,3,Low-Value Segment
14598.0,3,Low-Value Segment
14600.0,1,At-Risk Customer
14601.0,3,Low-Value Segment
14603.0,1,At-Risk Customer
14606.0,1,At-Risk Customer
14607.0,1,At-Risk Customer
14608.0,1,At-Risk Customer
14609.0,1,At-Risk Customer
14616.0,1,At-Risk Customer
14618.0,1,At-Risk Customer
14619.0,1,At-Risk Customer
14620.0,1,At-Risk Customer
14621.0,1,At-Risk Customer
14622.0,3,Low-Value Segment
14623.0,1,At-Risk Customer
14624.0,3,Low-Value Segment
14625.0,1,At-Risk Customer
14626.0,1,At-Risk Customer
14627.0,1,At-Risk Customer
14628.0,1,At-Risk Customer
14629.0,0,Potential Loyalist
14631.0,1,At-Risk Customer
14632.0,1,At-Risk Customer
14633.0,1,At-Risk Customer
14636.0,1,At-Risk Customer
14638.0,3,Low-Value Segment
14639.0,1,At-Risk Customer
14640.0,1,At-Risk Customer
14641.0,3,Low-Value Segment
14642.0,3,Low-Value Segment
14643.0,1,At-Risk Customer
14644.0,1,At-Risk Customer
14645.0,1,At-Risk Customer
14646.0,1,At-Risk Customer
14647.0,3,Low-Value Segment
14649.0,1,At-Risk Customer
14651.0,0,Potential Loyalist
14652.0,3,Low-Value Segment
14653.0,1,At-Risk Customer
14655.0,1,At-Risk Customer
14656.0,1,At-Risk Customer
14657.0,0,Potential Loyalist
14658.0,3,Low-Value Segment
14659.0,0,Potential Loyalist
14660.0,3,Low-Value Segment
14661.0,3,Low-Value Segment
14662.0,1,At-Risk Customer
14664.0,2,High-Value Segment
14665.0,1,At-Risk Customer
14666.0,3,Low-Value Segment
14667.0,1,At-Risk Customer
14669.0,0,Potential Loyalist
14670.0,1,At-Risk Customer
14672.0,1,At-Risk Customer
14673.0,1,At-Risk Customer
14675.0,0,Potential Loyalist
14676.0,1,At-Risk Customer
14679.0,1,At-Risk Customer
14680.0,1,At-Risk Customer
14681.0,1,At-Risk Customer
14682.0,1,At-Risk Customer
14684.0,1,At-Risk Customer
14687.0,3,Low-Value Segment
14688.0,1,At-Risk Customer
14689.0,1,At-Risk Customer
14690.0,3,Low-Value Segment
14691.0,1,At-Risk Customer
14692.0,1,At-Risk Customer
14693.0,1,At-Risk Customer
14696.0,1,At-Risk Customer
14697.0,1,At-Risk Customer
14698.0,0,Potential Loyalist
14699.0,1,At-Risk Customer
14700.0,0,Potential Loyalist
14701.0,0,Potential Loyalist
14702.0,1,At-Risk Customer
14703.0,3,Low-Value Segment
14704.0,3,Low-Value Segment
14705.0,1,At-Risk Customer
14708.0,1,At-Risk Customer
14709.0,1,At-Risk Customer
14710.0,3,Low-Value Segment
14711.0,1,At-Risk Customer
14712.0,3,Low-Value Segment
14713.0,1,At-Risk Customer
14714.0,3,Low-Value Segment
14715.0,1,At-Risk Customer
14716.0,3,Low-Value Segment
14719.0,1,At-Risk Customer
14720.0,3,Low-Value Segment
